,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms,pre_req_json
0,ANTH 100,UBCO,2023,ANTH 100 Introduction to Cultural Anthropology,"An overview of social and cultural anthropology its origins, its distinctive methods and concepts, and its place in the contemporary world. A critical examination of human diversity and how social and cultural differences are produced and shaped by local and global patterns.",3,False,,,,,,,,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
1,ANTH 103,UBCO,2023,ANTH 103 Introduction to World Archaeology,"Peoples and cultures of prehistory. Examines archaeologists and their work in archaeological sites around the world, from the earliest evidence of humankind and hunting and gathering culture, to the emergence of civilization and state-level societies.",3,False,,,,,,,,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
2,ANTH 170,UBCO,2023,ANTH 170 Introduction to Linguistic Anthropology,"Exploration of human communication, both verbal and non-verbal. The structure, cognitive role, and social functions of the spoken languages of the world will be emphasized.",3,False,,,,,,,,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
3,ANTH 200,UBCO,2023,ANTH 200 Public Anthropology: Engagement and Advocacy,"Examines the range of approaches to public anthropology and how its methods and insights can be used to effect social change, encourage broader public conversation and debate, and respond to inequality, injustice, and human suffering.",3,False,,,,"Either (a) one of ANTH 100, ANTH 103 or (b) ANTH 170. (Second-year standing.)",,,"ANTH 100,ANTH 103,ANTH 170",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 103"",""childNodes"":[]}]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 170"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""2"",""childNodes"":[]}]}"
4,ANTH 205,UBCO,2023,"ANTH 205 Gender, Sexuality, and the Body","An anthropological exploration of how understandings of gender, sex, and the body are culturally and historically shaped, with a focus on theory as well as case studies. How globalization and transnationalism are changing norms of gender and sexuality is also explored.",3,False,,,,(Second-year standing.),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""2"",""childNodes"":[]}]}"
5,ANTH 218,UBCO,2023,"ANTH 218 Tourism, Desire and Difference","Anthropological approaches to tourism, the politics of cultural encounters, and how the desire for difference shapes peoples' everyday lives and pleasure travel.",3,False,,,,(Second-year standing.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""2"",""childNodes"":[]}]}"
6,ANTH 227,UBCO,2023,ANTH 227 Introduction to Medical Anthropology,"Overview of how social, cultural, historical, biological, and political-economic forces intersect to affect human health and disease. Biomedicine will be treated as only one among many efficacious systems of medical knowledge and how it is embedded in local and global forms of social inequalities will be explored in depth.",3,False,,,,(Second-year standing.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""2"",""childNodes"":[]}]}"
7,ANTH 245,UBCO,2023,ANTH 245 Culture and Environment,Introduction to environmental anthropology with an emphasis on the relationship of cultural systems to contemporary environmental issues. Includes material from the Okanagan region and diverse societies around the world. May include one or more local field trips.,3,False,,,,"One of ANTH 100, SUST 104.",,,"ANTH 100,SUST 104",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""SUST 104"",""childNodes"":[]}]}"
8,ANTH 277,UBCO,2023,ANTH 277 Anthropology of Reading and Writing,"Critical inquiry into the development and role of reading and writing in cross-cultural context. Emphasis on the origins of writing from archaeological evidence, the impact of writing systems on societies past and present, the social functions of writing, and innovations in new media.",3,False,,,,(Second-year standing),,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""INNER"",""value"":""Year"",""childNodes"":[{""type"":""INNER"",""subtype"":""Year"",""value"":""2"",""childNodes"":[]}]}"
9,ANTH 307,UBCO,2023,ANTH 307 Ethnographic Methods: Acquiring Research Skills,"What are ethnographic methods and how is anthropological research conducted? Topics include research design, relationships with study participants, field techniques, ethical debates, data analysis and presentation. The emphasis is on interactive, workshop-style group learning. Credit will be granted for only one of ANTH 307 or ANTH 407.",3,False,This course is restricted to students in year: >=3,,,"One of ANTH 100, ANTH 170, ANTH 200, ANTH 252. (Third-year standing.)",,,"ANTH 100,ANTH 170,ANTH 200,ANTH 252",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 170"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 200"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 252"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
10,ANTH 313,UBCO,2023,ANTH 313 Anthropology of Gender,"Nature of gender relations, their social and cultural expression, and theories of gender inequality drawn from anthropological research.",3,False,,,,ANTH 100.,,,ANTH 100,True,False,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]}"
11,ANTH 327,UBCO,2023,ANTH 327 Things: Exploring Material Cultures,"Drawing on anthropology, archaeology and material culture studies, this course examines the value, significance and meaning of the material world, and the role of objects and things in the production of social life and culture. Past and present examples include commodities, ritualized gift exchanges, food, and the role of social media and new technology in shaping human interactions.",3,False,This course is restricted to students in year: >=3,,,"One of ANTH 100, ANTH 103. (and third-year standing.)",,,"ANTH 100,ANTH 103",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 103"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""YEAR"",""value"":""3"",""childNodes"":[]}]}"
12,ANTH 344,UBCO,2023,ANTH 344 Encounters with Sciences of Life: Ethnographic Approaches,The anthropology of science with an emphasis on biosciences (life sciences and environmental sciences). Focus on ethnographic approaches to tracing and interpreting knowledge-making practices about living entities and processes.,3,False,,,,(Third-year standing.),,,,True,False,False,False,1,"{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}"
13,ANTH 345,UBCO,2023,ANTH 345 Living in the Anthropocene,The human impact on the environment is now so far-reaching that the term Anthropocene is being used to refer to the current geological epoch. An examination of the defining characteristics of this time period and its implications for future engagements of humans with more-than-human worlds. Credit will be granted for only one of ANTH 345 or ANTH 490H.,3,False,,,,"One of ANTH 100, SUST 104. (Third-year standing.)",,,"ANTH 100,SUST 104",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""SUST 104"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
14,ANTH 354,UBCO,2023,ANTH 354 Imagining Africa Otherwise,"Introduction to ""Africa"" as a rhetorical construct and to the study of the African continent as a nexus of world-making innovation. Combines theoretical critiques from Black studies, African/a studies, and postcolonial theory, as well as African popular culture, to deconstruct common portrayals of Africa.",3,False,This course is restricted to students in year: >=3,,,ANTH 100. (and third-year standing.),,,ANTH 100,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
15,ANTH 355,UBCO,2023,ANTH 355 Development and the Politics of Aid,"An examination and critique of the social and cultural foundations of development, as both discourse and practice, and the close relationship of development aid and ideologies with contemporary forms of global capitalism.",3,False,This course is restricted to students in year: >=3,,,ANTH 100. (Third-year standing.),,,ANTH 100,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
16,ANTH 375,UBCO,2023,ANTH 375 Economic Anthropology,"Investigation of the ways in which human desire is controlled, expressed, and manifested in economic activity; the relationship of economic anthropology to neo-classical economics, traditional political economy, and current approaches to conceptualizing the relationship between culture and economics.",3,False,,,,ANTH 100. (and 6 additional credits of ANTH at the 200-level or above.),,,ANTH 100,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 200"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 201"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 202"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 203"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 204"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 205"",""childNodes"":[]}]}]}"
17,ANTH 377,UBCO,2023,ANTH 377 Sociolinguistics,"Examines the sociopolitical organization of language variation: multilingualism; dialectology; and the use of language to indicate formality, ethnicity, gender, age, political attitudes, socio-economic status, and class.",3,False,This course is restricted to students in year: >=3,,,Either (a) ANTH 100 or (b) ANTH 170. (Third-year standing. ANTH 170 is preferred.),,,"ANTH 100,ANTH 170,ANTH 170",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 170"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PREFERENCE"",""value"":""ANTH 170"",""childNodes"":[]}]}"
18,ANTH 400,UBCO,2023,ANTH 400 History of Anthropology,Review of anthropological theory and practice beginning with the origin of the discipline in the late nineteenth century and ending with the contemporary period.,3,False,This course is restricted to students in year: >=3,,,ANTH 100. (and third-year standing.),,,ANTH 100,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
19,ANTH 401,UBCO,2023,ANTH 401 Contemporary Theory in Anthropology,"Key theoretical orientations and debates since the 1980s with emphasis on questions of representation, globalization, and the application of anthropological theory and research to contemporary social issues. Credit will be granted for only one of ANTH 300 or ANTH 401.",3,False,This course is restricted to students in year: >=3,,,ANTH 100. (and third-year standing.),,,ANTH 100,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
20,ANTH 414,UBCO,2023,"ANTH 414 Love, Marriage, and Family: New Kinship Studies","An anthropological exploration of kinship as a symbolic ordering of human relationships and reproduction. Emphasis is on the naturalization of nuclear family and marriage forms such as monogamy, and on changes in relatedness through new technologies, socio-legal processes, and mobility.",3,False,This course is restricted to students in year: >=3,,,ANTH 100. (Third-year standing recommended.),,,ANTH 100,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]}"
21,ANTH 427,UBCO,2023,ANTH 427 (In)Visible Histories: Heritage and the Politics of Memory,"Critical look at the politics of heritage (both tangible and intangible) and how it shapes the construction and deconstruction of social memory. How the ownership of the past is shaped by colonial practices, state formation and international conventions.",3,False,This course is restricted to students in year: >=3,,,"One of ANTH 100, ANTH 103. (And third-year standing.)",,,"ANTH 100,ANTH 103",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 103"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""YEAR"",""value"":""3"",""childNodes"":[]}]}"
22,ANTH 445,UBCO,2023,ANTH 445 Political Ecology,"Study of the ways in which political processes shape the relationships of human societies to other species and the physical environment. Resource conflict, environmental degradation, inequality, marginalization, environmental movements, environmental discourse and other topics are analyzed using a combination of ethnographic case studies and theoretical materials. Credit will be granted for only one of ANTH 445 or GEOG 445.",3,False,This course is restricted to students in year: >=3,,,"One of ANTH 100, GEOG 128, GEOG 129, SUST 104. (Third-year standing.)",,,"ANTH 100,GEOG 128,GEOG 129,SUST 104",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""GEOG 128"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""GEOG 129"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""SUST 104"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
23,ANTH 452,UBCO,2023,ANTH 452 Advanced Topics in Visual Anthropology,"Explorations of the intersections of art and anthropology, with a focus on the social processes that create art objects and experiences. Application of key theories and methods in visual anthropology to cross-cultural case studies. Emphasis on the role of aesthetics, politics, and economics in creating art worlds and sensory practices.",3,False,This course is restricted to students in year: >=3,,,ANTH 100. (and third-year standing. ANTH 252 is recommended.),,,"ANTH 100,ANTH 252",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""RECOMMENDED"",""value"":""ANTH 252"",""childNodes"":[]}]}"
24,ANTH 474,UBCO,2023,ANTH 474 Language Emergence: From Contact to Constructed Languages,"Anthropological approaches to the study of contact languages, new sign languages, and constructed languages, including how they are formed, their linguistic features, the social context in which they are used, whether or not they can ever be considered real and/or standard languages; some reasons for their development, including trade, unity, education, media, secrecy, and solidarity.",3,False,This course is restricted to students in year: >=3,,,Either (a) ANTH 100 or (b) ANTH 170. (Third-year standing. ANTH 170 is preferred.),,,"ANTH 100,ANTH 170,ANTH 170",True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 100"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 170"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""PREFERENCE"",""value"":""ANTH 170"",""childNodes"":[]}]}"
25,ANTH 475,UBCO,2023,"ANTH 475 Anthropology, History, and Tradition",Surveys contemporary anthropological thinking about how the construction of history and tradition shapes present cultural practices. Critical look at history-making by social scientists and by people themselves.,3,False,This course is restricted to students in year: >=3,,,ANTH 100. (6 credits of ANTH at the 200-level or beyond; and third-year standing.),,,ANTH 100,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""CREDITS_IN"",""value"":""6"",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""ANTH 200"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""Year"",""value"":""3"",""childNodes"":[]}]}"
26,APSC 107,UBCO,2023,APSC 107 Introduction to Applied Science Co-op,"An introduction to Applied Science Co-op including: completion of preemployment workshops, career skills toolkits, networking opportunities, interview training, individual coaching sessions, and job search skills. Restricted to students meeting the requirements of the Faculty of Applied Science Co-operative Education Program.",0,False,This course is restricted to students in year: >=2,,,,,,,True,True,False,False,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
27,APSC 110,UBCO,2024,APSC 110 Co-operative Education Work Term I,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",3,False,,,,APSC 107.,,,APSC 107,True,True,True,True,2,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 107"",""childNodes"":[]}"
28,APSC 169,UBCO,2023,APSC 169 Fundamentals of Sustainable Engineering Design,"Theory and practice of sustainable engineering. Awareness and risk analysis of potential impacts on society and the environment over the lifecycle of engineering projects. Engineering design process, project lifecycle, and professional responsibility. Team-based design project.",3,False,,,,,,,,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
29,APSC 171,UBCO,2023,APSC 171 Engineering Drawing and CAD/CAM,"Orthographic projections, axonometric and perspective projections, dimensioning and tolerances, computer-aided design and modelling, introduction to rapid prototyping, team-based design project.",3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
30,APSC 172,UBCO,2023,APSC 172 Engineering Analysis I,"Functions, limits, differentiation, applications of derivatives, integration, applications of definite integrals.",3,False,,,,,,,,True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
31,APSC 173,UBCO,2024,APSC 173 Engineering Analysis II,"Integrals and transcendental functions, techniques of integration, applications of integration, polar coordinates, infinite sequences and series, vectors and the geometry of space, and partial derivatives.",3,False,,,,APSC 172.,,,APSC 172,False,True,True,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 172"",""childNodes"":[]}"
32,APSC 176,UBCO,2023,APSC 176 Engineering Communication,"Written and oral presentations, formal and informal. Purpose, audience, content, format, and tone are studied, as are team-based report writings and presentations.",3,False,,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
33,APSC 177,UBCO,2023,APSC 177 Engineering Computation and Instrumentation,"Computer systems, software development, operating systems, compilers, programming in a high-level language, selection and loop structures, functions, arrays, pointers, files, data acquisition, solving engineering problems with computer programs.",3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
34,APSC 178,UBCO,2024,"APSC 178 Electricity, Magnetism, and Waves","Electric fields and forces, electric potential, capacitance, DC circuits, magnetic fields and forces, Faraday's law, inductance, waves, light, and optics.",3,False,,,APSC 173.,APSC 172.,,APSC 173,APSC 172,False,True,True,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 172"",""childNodes"":[]}"
35,APSC 179,UBCO,2023,APSC 179 Linear Algebra for Engineers,"Systems of linear equations, Gaussian elimination, engineering application of linear algebra, matrix operations, special matrices, determinants, vector space, orthogonality, eigenvalues and eigenvectors, linear transformation.",3,False,,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
36,APSC 180,UBCO,2024,APSC 180 Statics,"Force vectors, Cartesian coordinate system, free body diagram, dot and cross products, forces equilibrium of particles, force and moment equilibrium of rigid bodies, analysis of trusses, frames and machines, friction, wedges, pulleys, and belts. Applications of linear algebra in statics.",3,False,,,APSC 179.,,,APSC 179,,True,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
37,APSC 181,UBCO,2024,APSC 181 Dynamics,"Kinematics of particles, curvilinear motion, normal-tangential, polar, cylindrical coordinates, force and acceleration, equation of motions, work and energy, conservation of energy. Introduction to rigid body dynamics.",3,False,,,APSC 173.,"All of APSC 172, APSC 180.",,APSC 173,"APSC 172,APSC 180",False,True,False,True,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 172"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 180"",""childNodes"":[]}]}"
38,APSC 182,UBCO,2023,APSC 182 Matter and Energy I,"Thermometry, states of matter and phase change, ideal and real gases, 1st law of thermodynamics, 2nd law of thermodynamics, liquids, solutions, solid crystals, atomic structures and bonding.",3,False,,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
39,APSC 183,UBCO,2023,APSC 183 Matter and Energy II,"Chemical equilibrium, reactions in gas phase and in aqueous solutions, acid-base and redox reactions, kinetics of chemical reactions, thermochemistry, electrochemistry, and organic chemistry.",3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
40,APSC 201,UBCO,2024,APSC 201 Technical Communication,"Written and oral communication in engineering. Report preparation, business correspondence, and oral presentation of technical material. Principles of communication with Indigenous communities.",3,False,,,,APSC 176.,,,APSC 176,False,True,False,True,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 176"",""childNodes"":[]}"
41,APSC 210,UBCO,2024,APSC 210 Co-operative Education Work Term II,"Supervised, integrated learning experience in a public or private organization for a minimum of three months. Formal co-op assignments required. Restricted to students meeting the requirements of the Faculty of Applied Science and the Co-operative Education Program.",3,False,,,,APSC 110.,,,APSC 110,True,True,True,True,2,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 110"",""childNodes"":[]}"
42,APSC 246,UBCO,2024,APSC 246 System Dynamics,"Introduction to the Fourier series. Linear time invariant system, impulse response function, operator, convolution, system characterization, complex numbers, solution of linear ordinary differential equations, Laplace transform and its applications, transfer function, frequency response, solution to system of linear differential equations. Fourier series and transform.",3,False,,,,"All of APSC 173, APSC 179, APSC 181.",,,"APSC 173,APSC 179,APSC 181",True,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 179"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 181"",""childNodes"":[]}]}"
43,APSC 248,UBCO,2024,APSC 248 Engineering Analysis III,"Multivariable functions, Lagrange multipliers; line integrals, surface integrals, volume integrals; divergence, curl, gradient; divergence and Stokes' theorems; engineering applications of vector field theory. Introduction to partial differential equations.",3,False,,,,APSC 173.,,,APSC 173,True,False,True,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]}"
44,APSC 252,UBCO,2024,APSC 252 Thermodynamics,First and second laws of thermodynamics. Applications to simple thermodynamic processes and cycles. Introduction to heat transfer modes.,3,False,,,,"All of APSC 173, APSC 182.",,,"APSC 173,APSC 182",True,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 182"",""childNodes"":[]}]}"
45,APSC 253,UBCO,2023,APSC 253 Fluid Mechanics I,"Fluid properties and fluid statics; principles of conservation of mass, momentum, and energy; laminar and turbulent flow; dimensional analysis; pipe flow; valves and fittings, flow measurements.",3,False,,,,"All of APSC 180, APSC 181, APSC 248.",,,"APSC 180,APSC 181,APSC 248",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 180"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 181"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 248"",""childNodes"":[]}]}"
46,APSC 254,UBCO,2023,APSC 254 Instrumentation and Data Analysis,"Data acquisition, sensors, instrumentation, measurement techniques and their limitations, experimental design, and data analysis; statistics, basic probability; application of statistics to data analysis.",3,False,,,,"All of APSC 173, APSC 178.",,,"APSC 173,APSC 178",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 178"",""childNodes"":[]}]}"
47,APSC 255,UBCO,2023,APSC 255 Electric Circuits and Power,"Circuit analysis techniques for steady-state AC and DC circuits containing independent and dependent voltage and current sources, resistance, capacitance and inductance. DC maximum power transfer. AC power including real, reactive, apparent and complex power and power factor. AC power analysis using phasors. Three-phase AC power systems.",3,False,,,,APSC 178.,,,APSC 178,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 178"",""childNodes"":[]}"
48,APSC 256,UBCO,2024,APSC 256 Numerical Methods for Analysis,"Partial differential equations, and numerical methods. Engineering applications to the design and analysis of networks, structures, and hydraulic systems.",3,False,,,,"All of APSC 173, APSC 177.",,,"APSC 173,APSC 177",True,False,True,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 173"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""APSC 177"",""childNodes"":[]}]}"
