,course_code,campus,year,name,description,credits,is_honours,restrictions,equivalent_string,co-req_string,pre-req_string,courses_in_equivalent_string,courses_in_co-req_string,courses_in_pre-req_string,winter_term_1,winter_term_2,summer_term_1,summer_term_2,duration_terms,pre_req_json
110,BIOC 494,UBCO,2023,BIOC 494 Biotechnology Laboratory I: DNA Manipulation,"Current techniques in DNA manipulation and analysis will be presented, relevant to such areas as molecular biology, microbiology, and biochemistry. Topics include site- directed mutagenesis, variations in cloning techniques, sequence analysis, Southern blotting, plus maintenance of a research lab notebook.",3,False,,,,"One of BIOC 393, BIOL 393. (BIOL 366 is strongly recommended.)",,,"BIOC 393,BIOL 393,BIOL 366",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOC 393"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 393"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""RECOMMENDED"",""value"":""strongly"",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 366"",""childNodes"":[]}]}]}"
111,BIOC 495,UBCO,2023,BIOC 495 Biotechnology Laboratory II: Gene Expression,"Current methods in gene expression will be presented, relevant to such areas as molecular biology, microbiology, and biochemistry. Topics include extraction, handling and manipulation of RNA, analysis of gene expression (transcriptional), production of recombinant proteins, and genetic transformation of eukaryotes.",3,False,,,,"BIOL 366 and one of BIOC 393, BIOL 393.",,,"BIOL 366,BIOC 393,BIOL 393",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 366"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOC 393"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 393"",""childNodes"":[]}]}]}"
112,BIOC 530,UBCO,2023,BIOC 530 Biochemistry Seminar,Course designed to enhance oral and written communication of scientific concepts. Each student will present two seminars and write an NSERC-style grant related to their research. Credit will be granted for only one of BIOC 530 or BIOC 630.,3,False,"This course is restricted to students in one of these programs: MSC-O,PHD-O with one of these specializations: ****BIMB",,,(Admission to the Biochemistry and Molecular Biology graduate program.),,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""PROGRAM"",""value"":""Biochemistry and Molecular Biology graduate program"",""childNodes"":[]}]}"
113,BIOC 549,UBCO,2024,BIOC 549 M.Sc. Thesis,Pass/Fail.,21,False,"This course is restricted to students in one of these programs: MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O,MA-O,MASC-O",,,,,,,True,True,True,True,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
114,BIOC 649,UBCO,2024,BIOC 649 Ph.D. Thesis,Pass/Fail.,0,False,"This course is restricted to students in one of these programs: MA-O,MASC-O,MED-O,MENG-O,MFA-O,MM-O,MSC-O,MSN-O,MSW-O,PHD-O",,,,,,,True,True,True,True,2,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
115,BIOL 116,UBCO,2023,BIOL 116 Biology for Science Majors I,"First of a pair of courses that introduce students to the biological concepts necessary to continue into second-year biology. Covers evolutionary theory and its underlying genetic basis, basic cell biology, plant and animal nutrition, and energy acquisition. Credit will be granted for only BIOL 116/125 or BIOL 117/122.",3,False,,,"(One of CHEM 111, CHEM 121 is recommended.)","(Either (a) CHEM 11 and one of Life Science 11, Anatomy and Physiology 12; or (b) CHEM 11 and one of BIOL 11, BIOL 12.)",,"CHEM 111,CHEM 121",,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 11"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Life Science 11"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Anatomy and Physiology 12"",""childNodes"":[]}]}]},{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 11"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 11"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 12"",""childNodes"":[]}]}]}]}"
116,BIOL 117,UBCO,2023,BIOL 117 Evolution and Ecology,"Evolutionary theory and its underlying genetic basis; population, community, ecosystem, and behavioural ecology. Specific case studies and current environmental concerns. Recommended for Arts or Education students, in conjunction with BIOL 122. BIOL 117/122 cannot be used in place of BIOL 116/125 for those degree programs that require BIOL 116/125. Credit will be granted for only one of BIOL 117/122 or BIOL 116/125.",3,False,,,,,,,,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
117,BIOL 122,UBCO,2023,BIOL 122 Physiology of Multicellular Organisms,"Physiological adaptations of plants and animals to their environments. Structure/function relationships of human organ systems. Recommended for Arts or Education students, in conjunction with BIOL 117. BIOL 117/122 cannot be used in place of BIOL 116/125 for those degree programs that require BIOL 116/125. Credit will be granted for either BIOL 117/122 or BIOL 116/125. Credit will be granted for only one of BIOL 122, both of HES 101 and HES 111, or both of HMKN 190 and HMKN 191.",3,False,,,,,,,,False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[]}"
118,BIOL 125,UBCO,2023,BIOL 125 Biology for Science Majors II,"Continuation of BIOL 116. Introduction to biological concepts necessary for second-year biology. Physiology of reproduction, gas exchange, inter-organ transport, inter-organ coordination in plants and animals, and excretion and movement in animals. Ecosystem, population, community, and behavioural ecology are discussed. Credit will be granted for only one of BIOL 116/125 or BIOL 117/122.",3,False,,,"(One of CHEM 113, CHEM 123 is recommended.)",BIOL 116.,,"CHEM 113,CHEM 123",BIOL 116,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 116"",""childNodes"":[]}"
119,BIOL 131,UBCO,2023,BIOL 131 Human Anatomy and Physiology I,"Introduction to human structures and functions, emphasizing basic physiological principles, plus cell and tissue structure. Laboratory work will include gross and microscopic anatomy, and will demonstrate underlying physiological processes. This course is for students planning to enrol in BIOL 133 in their second term. Credit will be granted for only one of BIOL 131, HES 101, or HMKN 190.",3,False,,,,"(Either (a) BIOL 122 or (b) all of Life Science 11 or Anatomy and Physiology 12, Chemistry 11 or (c) all of Biology 11 or 12, Chemistry 11.)",,,BIOL 122,True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 122"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Life Science 11"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Anatomy and Physiology 12"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Chemistry 11"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Biology 11"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Biology 12"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""Chemistry 11"",""childNodes"":[]}]}]}]}"
120,BIOL 133,UBCO,2023,BIOL 133 Human Anatomy and Physiology II,"Continuation and completion of the comprehensive survey of human structures and functions started in BIOL 131. Credit will be granted for only one of BIOL 133, HES 111, or HMKN 191.",3,False,,,,BIOL 131.,,,BIOL 131,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 131"",""childNodes"":[]}"
121,BIOL 200,UBCO,2023,BIOL 200 Cell Biology,"Structure and function of plant and animal cells; membrane models, cytoplasmic organelles, biological information from gene to protein, the endomembrane system, secretion, intracellular digestion, endocytosis, transport processes, cytoskeleton and cell motility.",3,False,,,,"BIOL 125 and one of CHEM 113, CHEM 123.",,,"BIOL 125,CHEM 113,CHEM 123",True,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 113"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 123"",""childNodes"":[]}]}]}"
122,BIOL 201,UBCO,2023,BIOL 201 Introduction to Evolution and Ecology,"Fundamental processes underlying adaptive evolution, speciation, and extinction. Methods used to reconstruct the evolutionary histories of, and relationships among, groups of organisms. Factors determining the distribution and abundance of organisms. Competition, predation, and an exploration of processes that promote species coexistence and lead to the maintenance of species diversity.",3,False,,,,BIOL 125.,,,BIOL 125,True,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]}"
123,BIOL 202,UBCO,2023,BIOL 202 Introduction to Biostatistics,"Data analysis methods for biologists including sampling and experimental design, visualizing and describing data, probability, hypothesis testing, comparisons of proportions and means, correlation and regression analysis, analysis of variance, non-parametric, permutation-based tests, and the central roles that statistical analyses and reproducibility play in scientific research. R and RMarkdown are used to visualize and analyze data, and to communicate findings using literate programming.",3,False,This course is restricted to students in year: >1,,,MATH 100.,,,MATH 100,True,False,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""MATH 100"",""childNodes"":[]}"
124,BIOL 204,UBCO,2023,BIOL 204 Vertebrate Structure and Function,"Introduction to the vertebrate phyla and their evolution; comparative study of vertebrate structure and function, with dissection of representative forms.",3,False,,,,"Either (a) BIOL 125 or (b) all of BIOL 117, BIOL 122.",,,"BIOL 125,BIOL 117,BIOL 122",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 117"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 122"",""childNodes"":[]}]}]}"
125,BIOL 205,UBCO,2023,BIOL 205 Comparative Invertebrate Zoology,Introduction to the invertebrate phyla.,3,False,,,,"Either (a) BIOL 125 or (b) all of BIOL 117, BIOL 122.",,,"BIOL 125,BIOL 117,BIOL 122",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 117"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 122"",""childNodes"":[]}]}]}"
126,BIOL 210,UBCO,2023,BIOL 210 Land Plants,"Comparative study of bryophytes, pteridophytes, gymnosperms, and angiosperms, integrating form, function, and ecology.",3,False,,,,"Either (a) BIOL 125 or (b) all of BIOL 117, BIOL 122.",,,"BIOL 125,BIOL 117,BIOL 122",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 117"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 122"",""childNodes"":[]}]}]}"
127,BIOL 228,UBCO,2023,BIOL 228 Introductory Microbiology,"An introductory course providing a broad background in microbiology. Topics include structure, metabolism, diversity of micro-organisms, microbial genetics, virology, and immunology. Laboratory work will include techniques and experiments relevant to lectures.",3,False,,,"One of CHEM 203, CHEM 213.",BIOL 125.,,"CHEM 203,CHEM 213",BIOL 125,True,False,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]}"
128,BIOL 232,UBCO,2023,BIOL 232 Human Infectious Disease,"Agents of infectious disease in humans. Physiology and structure, mechanisms ofpathogenesis, immunological response, clinical disease caused, laboratorydiagnosis, treatment, prevention, and control. Properties and uses of antimicrobial agents, resistance, vaccines, and bioterrorism. Credit will be granted for only one of BIOL 232 or BIOL 314.",3,False,This course is restricted to students in one of these programs: BSN-O,,,Either (a) BIOL 235 or (b) HINT 231.,,,"BIOL 235,HINT 231",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 235"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""HINT 231"",""childNodes"":[]}]}"
129,BIOL 265,UBCO,2023,BIOL 265 Principles of Genetics,"Mendelian genetics, gene expression, recombination, mutation, evolution, and molecular techniques. Examples will be drawn from both eukaryotic and prokaryotic systems. Credit will be granted for only one of BIOL 265 or BIOL 365.",3,False,,,,BIOL 125.,,,BIOL 125,True,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 125"",""childNodes"":[]}"
130,BIOL 300,UBCO,2023,BIOL 300 Advanced Cell Biology,"Functional anatomy of structural cells and other specialized types. Structures and processes including extracellular matrix, cell adhesion, cytoskeleton, apoptosis and autophagy. Techniques for analysis of subcellular components.",3,False,,,,BIOL 200.,,,BIOL 200,True,False,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 200"",""childNodes"":[]}"
131,BIOL 301,UBCO,2023,BIOL 301 Evolutionary Principles and Methods,"An exploration of the field of Evolutionary Biology as an ongoing scientific endeavour. Current research methodology and development of concepts relating to the study of evolutionary change, adaptation, and the history of life will be examined.",3,False,,,,BIOL 201.,,,BIOL 201,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 201"",""childNodes"":[]}"
132,BIOL 306,UBCO,2023,BIOL 306 Ecology of Animals,"Integrates recent advances in the study of animal ecology. Principles of animal community, population, and individual ecology are covered.",3,False,,,,BIOL 201 and BIOL 202.,,,"BIOL 201,BIOL 202",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 201"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 202"",""childNodes"":[]}]}"
133,BIOL 308,UBCO,2023,BIOL 308 Population Biology,"Demography, single species growth, competition, predation, and natural selection in plant and animal populations.",3,False,,,,"One of MATH 101, MATH 103 and one of BIOL 201, GEOG 207.",,,"MATH 101,MATH 103,BIOL 201,GEOG 207",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""MATH 101"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""MATH 103"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 201"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""GEOG 207"",""childNodes"":[]}]}]}"
134,BIOL 311,UBCO,2023,BIOL 311 Biochemistry I,"Structure and function of proteins, carbohydrates, lipids, and nucleic acids. Principles of thermodynamics and enzyme reaction mechanisms. Enzyme kinetics. Credit will only be granted for one of BIOL 311 or BIOC 304.",3,False,,,,"BIOL 116 and one of CHEM 204, CHEM 214.",,,"BIOL 116,CHEM 204,CHEM 214",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 116"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 204"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 214"",""childNodes"":[]}]}]}"
135,BIOL 312,UBCO,2023,BIOL 312 Virology,"Study of viral agents of infectious disease in eukaryotes. Viral pathogens investigated with respect to classification, structure, replication, mechanisms of pathogenesis, clinical disease caused, epidemiology, laboratory diagnosis, treatment, prevention, and control. Topics include properties and uses of antiviral agents, production and use of vaccines, and bioterrorism.",3,False,,,,BIOL 228.,,,BIOL 228,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 228"",""childNodes"":[]}"
136,BIOL 314,UBCO,2023,BIOL 314 Medical Microbiology,"Bacterial and fungal agents of infectious animal diseases. Physiology and structure, mechanisms of pathogenesis, immunological response, clinical disease caused, epidemiology, laboratory diagnosis, treatment, prevention, and control. Properties and uses of antibacterial and antifungal agents, resistance, vaccines, and bioterrorism.",3,False,,,,BIOL 228.,,,BIOL 228,True,False,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 228"",""childNodes"":[]}"
137,BIOL 318,UBCO,2023,BIOL 318 Immunology,"Introduction to concepts of immunology. Immune system, innate immunity and complement, adaptive immunity, cellular and humoral immune response, cytokines, T-cell activation, the major histocompatibility complex, antibody structure and genetics, immune system and cancer, AIDS, autoimmunity, hypersensitivity.",3,False,,,,BIOL 228.,,,BIOL 228,True,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 228"",""childNodes"":[]}"
138,BIOL 319,UBCO,2023,BIOL 319 Biochemistry II,"Continuation of BIOL 311. Energy production via glycolysis, oxidative phosphorylation, and photosynthesis. Integration and control of carbohydrate, lipid, and protein metabolism. Synthesis, and metabolism of nucleic acids and the biochemistry of gene function. Credit will only be granted for one of BIOL 319 or BIOC 305.",3,False,,,,BIOL 311.,,,BIOL 311,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 311"",""childNodes"":[]}"
139,BIOL 350,UBCO,2023,BIOL 350 Clinical Neuroscience,"The structural, biochemical, and functional changes that characterize clinically-important diseases of the nervous system, including: brain and spinal cord trauma; developmental disorders, memory, and memory dysfunction; neurodegenerative diseases; mood and anxiety disorders; epilepsy; and maintenance of homeostasis.",3,False,This course is restricted to students in year: >=3,,,"One of BIOL 200, BIOL 341, PSYO 230, PSYO 331.",,,"BIOL 200,BIOL 341,PSYO 230,PSYO 331",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 200"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 341"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 230"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PSYO 331"",""childNodes"":[]}]}]}"
140,BIOL 354,UBCO,2023,BIOL 354 Cell Physiology,"Analysis of cellular function common to diverse organisms with an emphasis on ion transport in excitable and non-excitable cells, signaling via second messengers, cellular pH regulation, and epithelial transport.",3,False,,,,"BIOL 200 and one of BIOL 202, STAT 230 and one of PHYS 121, PHYS 122.",,,"BIOL 200,BIOL 202,STAT 230,PHYS 121,PHYS 122",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 200"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 202"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""STAT 230"",""childNodes"":[]}]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PHYS 121"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""PHYS 122"",""childNodes"":[]}]}]}"
141,BIOL 356,UBCO,2023,BIOL 356 Comparative Animal Physiology,"Comparative course concerning the evolution and advantage of systems design in a variety of animals. Two underlying themes include the principles of homeostasis - the regulation of a constant internal state - and the systems involved in maintaining a constant internal environment: cardiovascular, respiratory, osmoregulatory, and endocrine.",3,False,,,,BIOL 354.,,,BIOL 354,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 354"",""childNodes"":[]}"
142,BIOL 357,UBCO,2023,BIOL 357 Introduction to Entomology,"General survey of the evolution, classification, and biology of insects, with a special emphasis on their functional ecology. Experiments using insect systems as well as master techniques for collecting and curating insect specimens will be conducted in the lab. A properly-curated collection is a requirement for this course.",3,False,,,,"BIOL 201 and one of BIOL 202, STAT 230. (BIOL 205 is recommended.)",,,"BIOL 201,BIOL 202,STAT 230,BIOL 205",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 201"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 202"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""STAT 230"",""childNodes"":[]}]},{""type"":""LEAF"",""subtype"":""RECOMMENDED"",""value"":""BIOL 205"",""childNodes"":[]}]}"
143,BIOL 363,UBCO,2023,BIOL 363 Developmental Biology,"Principles of animal development. Embryonic development of key invertebrates is compared to vertebrates at the morphological, genetic, and epigenetic levels. Differential gene expression and cell signaling responsible for the specification of embryonic cell fates and pattern formation will be compared in various animals. Credit will be granted for only one of BIOL 363 or BIOL 263.",3,False,,,,BIOL 200.,,,BIOL 200,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 200"",""childNodes"":[]}"
144,BIOL 366,UBCO,2023,BIOL 366 Molecular Genetics,"Stresses the principles of molecular biology techniques and their relevance to the study of all areas of biology. Gene expression, gene regulation, and development genetics.",3,False,,,,"One of BIOL 265, BIOL 365.",,,"BIOL 265,BIOL 365",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""OR"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 265"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 365"",""childNodes"":[]}]}"
145,BIOL 381,UBCO,2023,BIOL 381 Environmental Microbiology,"Introduction to the diverse roles of microbes in natural and artificial environments. Topics range from community interactions to biogeochemical cycles to biodegradation and will introduce principles, practical applications such as waste water treatment, and implications of environmental microbiology.",3,False,,,,"BIOL 228 and one of CHEM 203, CHEM 213.",,,"BIOL 228,CHEM 203,CHEM 213",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 228"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 203"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 213"",""childNodes"":[]}]}]}"
146,BIOL 382,UBCO,2023,BIOL 382 Prokaryotic Physiology,Physiology and molecular biology of prokaryotic organisms. Molecular structure and functional aspects of prokaryotic cells including: bacterial and archaeal metabolism; energy production and use by aerobes and anaerobes; cellular growth and biosynthesis; and molecular genetics. Credit will be granted for only one of BIOL 382 or BIOL 420V when the subject matter is of the same nature.,3,False,,,,"BIOL 228 and one of CHEM 204, CHEM 214.",,,"BIOL 228,CHEM 204,CHEM 214",False,True,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 228"",""childNodes"":[]},{""type"":""INNER"",""subtype"":""N_OF"",""value"":1,""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 204"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""CHEM 214"",""childNodes"":[]}]}]}"
147,BIOL 393,UBCO,2023,BIOL 393 Biochemistry Laboratory,"Topics include protein separation, enzyme kinetics, ELISA, DNA Ligation and Transformation, PCR, RFLP analysis, Agarose gel electrophoresis, STR and VNTR analysis, and gene regulation. Credit will be granted for only one of BIOL 393 or BIOC 393.",3,False,This course is restricted to students in one of these programs: BSC-O,BIOC 393,BIOL 366.,BIOL 311.,BIOC 393,BIOL 366,BIOL 311,False,True,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 311"",""childNodes"":[]}"
148,BIOL 401,UBCO,2023,BIOL 401 Spatial Ecology,"Spatial patterns in ecology, exploring ways to describe variation and mechanisms that give rise to patterns. Dispersal, metapopulation and source-sink dynamics, connectivity and fragmentation, heterogeneity, disturbance, edges, and dynamics of geographical ranges. Credit will be granted for only one of BIOL 401 or BIOL 512.",3,False,,,,"One of BIOL 202, STAT 230.",,,"BIOL 202,STAT 230",True,False,False,False,1,"{""type"":""ROOT"",""subtype"":""AND"",""value"":"""",""childNodes"":[{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 202"",""childNodes"":[]},{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""STAT 230"",""childNodes"":[]}]}"
149,BIOL 410,UBCO,2023,BIOL 410 Plant-Microbe Interactions,"Ecological, physiological, and molecular perspectives will be covered on root-associated micro-organisms with the potential to benefit plants. Implications for agriculture, forestry, bioremediation, and conservation. Credit will be granted for only one of BIOL 410 or BIOL 510.",3,False,,,,BIOL 228.,,,BIOL 228,True,False,False,False,1,"{""type"":""LEAF"",""subtype"":""COURSE"",""value"":""BIOL 228"",""childNodes"":[]}"
