CreditConstraintType,Credits,Year,Alternatives,ProgramSpecific,ElecGroup,IneligibleMajors,ReadIfHonours,Notes
AT_LEAST,30,-1,ELEC_GEOG,,,,,
AT_LEAST,12,-1,ELEC_UL_GEOG,,,,,
