CreditConstraintType,Credits,Year,Alternatives,ProgramSpecific,ElecGroup,IneligibleMajors,ReadIfHonours,Notes
AT_LEAST,30,-1,ELEC_EESC,,,,,
AT_LEAST,18,-1,ELEC_UL_EESC,,,,,
