CreditConstraintType,Credits,Year,Alternatives,ProgramSpecific,ElecGroup,IneligibleMajors,ReadIfHonours,Notes
AT_LEAST,3,-1,MATH220,,,,,
AT_LEAST,18,-1,MATH303;MATH307;MATH311;MATH312;MATH317;MATH319;MATH327;MATH328;MATH330;MATH340;MATH350;MATH443;MATH448A;MATH448B;MATH459;MATH461;MATH462;MATH464;MATH465,,,,,
